,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,Month-Year,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,MONTH
1461,10371,25,97.27,12,"$2,431.75",2005-01-23,Shipped,1,1-2005,Classic Cars,$57.00,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2005,1
1462,10383,22,91.76,2,"$2,018.72",2005-02-22,Shipped,1,2-2005,Classic Cars,$57.00,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,2
1463,10394,31,50.29,2,"$1,558.99",2005-03-15,Shipped,1,3-2005,Classic Cars,$57.00,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,3
1464,10412,21,52.6,2,"$1,104.60",2005-05-03,Shipped,2,5-2005,Classic Cars,$57.00,S24_1444,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,5
1465,10425,55,46.82,1,"$2,575.10",2005-05-31,In Process,2,5-2005,Classic Cars,$57.00,S24_1444,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2005,5
1466,10107,25,100.0,3,"$2,845.75",2003-02-24,Shipped,1,2-2003,Motorcycles,$112.00,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2003,2
1467,10120,35,98.05,1,"$3,431.75",2003-04-29,Shipped,2,4-2003,Motorcycles,$112.00,S24_1578,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2003,4
1468,10134,35,93.54,3,"$3,273.90",2003-07-01,Shipped,3,7-2003,Motorcycles,$112.00,S24_1578,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,2003,7
1469,10145,43,95.8,7,"$4,119.40",2003-08-25,Shipped,3,8-2003,Motorcycles,$112.00,S24_1578,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium,2003,8
1470,10159,44,100.0,15,"$5,355.68",2003-10-10,Shipped,4,10-2003,Motorcycles,$112.00,S24_1578,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,2003,10
1471,10168,50,100.0,2,"$5,747.50",2003-10-28,Shipped,4,10-2003,Motorcycles,$112.00,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,10
1472,10180,48,100.0,10,"$5,355.36",2003-11-11,Shipped,4,11-2003,Motorcycles,$112.00,S24_1578,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium,2003,11
1473,10188,25,100.0,2,"$2,535.75",2003-11-18,Shipped,4,11-2003,Motorcycles,$112.00,S24_1578,Herkku Gifts,004722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2003,11
1474,10201,39,100.0,3,"$4,351.23",2003-12-01,Shipped,4,12-2003,Motorcycles,$112.00,S24_1578,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium,2003,12
1475,10211,25,90.16,15,"$2,254.00",2004-01-15,Shipped,1,1-2004,Motorcycles,$112.00,S24_1578,Auto Canal Petit,147556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,2004,1
1476,10223,32,91.29,2,"$2,921.28",2004-02-20,Shipped,1,2-2004,Motorcycles,$112.00,S24_1578,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2004,2
1477,10237,20,100.0,8,"$2,299.00",2004-04-05,Shipped,2,4-2004,Motorcycles,$112.00,S24_1578,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small,2004,4
1478,10251,26,100.0,3,"$2,637.18",2004-05-18,Shipped,2,5-2004,Motorcycles,$112.00,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small,2004,5
1479,10263,42,100.0,3,"$4,307.52",2004-06-28,Shipped,2,6-2004,Motorcycles,$112.00,S24_1578,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium,2004,6
1480,10275,21,100.0,2,"$2,153.76",2004-07-23,Shipped,3,7-2004,Motorcycles,$112.00,S24_1578,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2004,7
1481,10285,34,100.0,7,"$3,716.88",2004-08-27,Shipped,3,8-2004,Motorcycles,$112.00,S24_1578,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,2004,8
1482,10299,47,100.0,10,"$5,455.76",2004-09-30,Shipped,3,9-2004,Motorcycles,$112.00,S24_1578,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,2004,9
1483,10309,21,100.0,6,"$2,650.62",2004-10-15,Shipped,4,10-2004,Motorcycles,$112.00,S24_1578,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2004,10
1484,10318,48,100.0,2,"$6,437.28",2004-11-02,Shipped,4,11-2004,Motorcycles,$112.00,S24_1578,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium,2004,11
1485,10329,30,87.78,7,"$2,633.40",2004-11-15,Shipped,4,11-2004,Motorcycles,$112.00,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2004,11
1486,10339,27,84.39,10,"$2,278.53",2004-11-23,Shipped,4,11-2004,Motorcycles,$112.00,S24_1578,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,11
1487,10362,50,96.92,2,"$4,846.00",2005-01-05,Shipped,1,1-2005,Motorcycles,$112.00,S24_1578,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2005,1
1488,10374,38,100.0,6,"$4,197.10",2005-02-02,Shipped,1,2-2005,Motorcycles,$112.00,S24_1578,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,2005,2
1489,10389,45,100.0,1,"$4,597.65",2005-03-03,Shipped,1,3-2005,Motorcycles,$112.00,S24_1578,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2005,3
1490,10403,46,100.0,8,"$5,287.70",2005-04-08,Shipped,2,4-2005,Motorcycles,$112.00,S24_1578,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2005,4
1491,10417,35,100.0,3,"$3,550.05",2005-05-13,Disputed,2,5-2005,Motorcycles,$112.00,S24_1578,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,5
1492,10110,29,59.37,15,"$1,721.73",2003-03-18,Shipped,1,3-2003,Classic Cars,$50.00,S24_1628,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2003,3
1493,10123,50,59.87,1,"$2,993.50",2003-05-20,Shipped,2,5-2003,Classic Cars,$50.00,S24_1628,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,2003,5
1494,10137,26,49.81,1,"$1,295.06",2003-07-10,Shipped,3,7-2003,Classic Cars,$50.00,S24_1628,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2003,7
1495,10148,47,56.85,8,"$2,671.95",2003-09-11,Shipped,3,9-2003,Classic Cars,$50.00,S24_1628,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2003,9
1496,10161,23,53.33,7,"$1,226.59",2003-10-17,Shipped,4,10-2003,Classic Cars,$50.00,S24_1628,Heintze Collectables,86213555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2003,10
1497,10172,34,42.76,5,"$1,453.84",2003-11-05,Shipped,4,11-2003,Classic Cars,$50.00,S24_1628,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small,2003,11
1498,10181,34,53.83,1,"$1,830.22",2003-11-12,Shipped,4,11-2003,Classic Cars,$50.00,S24_1628,Herkku Gifts,004722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2003,11
1499,10192,47,53.83,6,"$2,530.01",2003-11-20,Shipped,4,11-2003,Classic Cars,$50.00,S24_1628,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,2003,11
1500,10204,45,49.81,12,"$2,241.45",2003-12-02,Shipped,4,12-2003,Classic Cars,$50.00,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,2003,12
1501,10212,45,53.33,5,"$2,399.85",2004-01-16,Shipped,1,1-2004,Classic Cars,$50.00,S24_1628,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,1
1502,10226,36,43.27,3,"$1,557.72",2004-02-26,Shipped,1,2-2004,Classic Cars,$50.00,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small,2004,2
1503,10241,21,40.25,10,$845.25,2004-04-13,Shipped,2,4-2004,Classic Cars,$50.00,S24_1628,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,2004,4
1504,10266,28,48.3,1,"$1,352.40",2004-07-06,Shipped,3,7-2004,Classic Cars,$50.00,S24_1628,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2004,7
1505,10278,35,45.28,1,"$1,584.80",2004-08-06,Shipped,3,8-2004,Classic Cars,$50.00,S24_1628,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small,2004,8
1506,10288,50,52.32,13,"$2,616.00",2004-09-01,Shipped,3,9-2004,Classic Cars,$50.00,S24_1628,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,9
1507,10301,22,51.32,3,"$1,129.04",2003-10-05,Shipped,4,10-2003,Classic Cars,$50.00,S24_1628,"Norway Gifts By Mail, Co.",004722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2003,10
1508,10311,45,49.3,8,"$2,218.50",2004-10-16,Shipped,4,10-2004,Classic Cars,$50.00,S24_1628,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,10
1509,10321,48,42.26,5,"$2,028.48",2004-11-04,Shipped,4,11-2004,Classic Cars,$50.00,S24_1628,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small,2004,11
1510,10332,20,87.96,5,"$1,759.20",2004-11-17,Shipped,4,11-2004,Classic Cars,$50.00,S24_1628,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,11
1511,10343,27,36.21,6,$977.67,2004-11-24,Shipped,4,11-2004,Classic Cars,$50.00,S24_1628,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2004,11
1512,10367,38,38.5,11,"$1,463.00",2005-01-12,Resolved,1,1-2005,Classic Cars,$50.00,S24_1628,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small,2005,1
1513,10379,32,100.0,3,"$3,970.56",2005-02-10,Shipped,1,2-2005,Classic Cars,$50.00,S24_1628,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2
1514,10407,64,40.25,10,"$2,576.00",2005-04-22,On Hold,2,4-2005,Classic Cars,$50.00,S24_1628,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,2005,4
1515,10420,37,60.37,13,"$2,233.69",2005-05-29,In Process,2,5-2005,Classic Cars,$50.00,S24_1628,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2005,5
1516,10106,28,88.63,4,"$2,481.64",2003-02-17,Shipped,1,2-2003,Planes,$109.00,S24_1785,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,2
1517,10120,39,100.0,10,"$4,651.53",2003-04-29,Shipped,2,4-2003,Planes,$109.00,S24_1785,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2003,4
1518,10133,41,94.1,5,"$3,858.10",2003-06-27,Shipped,2,6-2003,Planes,$109.00,S24_1785,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2003,6
1519,10145,40,87.54,16,"$3,501.60",2003-08-25,Shipped,3,8-2003,Planes,$109.00,S24_1785,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium,2003,8
1520,10168,49,100.0,11,"$6,433.70",2003-10-28,Shipped,4,10-2003,Planes,$109.00,S24_1785,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,10
1521,10210,27,98.48,9,"$2,658.96",2004-01-12,Shipped,1,1-2004,Planes,$109.00,S24_1785,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1
1522,10223,34,100.0,11,"$3,608.76",2004-02-20,Shipped,1,2-2004,Planes,$109.00,S24_1785,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,2
1523,10235,23,96.29,5,"$2,214.67",2004-04-02,Shipped,2,4-2004,Planes,$109.00,S24_1785,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,4
1524,10250,31,88.63,6,"$2,747.53",2004-05-11,Shipped,2,5-2004,Planes,$109.00,S24_1785,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,2004,5
1525,10262,34,97.38,1,"$3,310.92",2004-06-24,Cancelled,2,6-2004,Planes,$109.00,S24_1785,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2004,6
1526,10275,25,95.2,11,"$2,380.00",2004-07-23,Shipped,3,7-2004,Planes,$109.00,S24_1785,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2004,7
1527,10284,22,100.0,3,"$2,310.88",2004-08-21,Shipped,3,8-2004,Planes,$109.00,S24_1785,"Norway Gifts By Mail, Co.",004722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2004,8
1528,10297,32,100.0,6,"$4,061.76",2004-09-16,Shipped,3,9-2004,Planes,$109.00,S24_1785,"Clover Collections, Co.",0035318621555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,2004,9
1529,10308,31,100.0,9,"$3,493.70",2004-10-15,Shipped,4,10-2004,Planes,$109.00,S24_1785,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium,2004,10
1530,10316,25,100.0,1,"$2,872.25",2004-11-01,Shipped,4,11-2004,Planes,$109.00,S24_1785,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2004,11
1531,10328,47,87.54,14,"$4,114.38",2004-11-12,Shipped,4,11-2004,Planes,$109.00,S24_1785,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2004,11
1532,10339,21,50.65,7,"$1,063.65",2004-11-23,Shipped,4,11-2004,Planes,$109.00,S24_1785,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,11
1533,10353,28,71.73,2,"$2,008.44",2004-12-04,Shipped,4,12-2004,Planes,$109.00,S24_1785,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Small,2004,12
1534,10374,46,94.1,3,"$4,328.60",2005-02-02,Shipped,1,2-2005,Planes,$109.00,S24_1785,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,2005,2
1535,10386,33,41.71,11,"$1,376.43",2005-03-01,Resolved,1,3-2005,Planes,$109.00,S24_1785,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,3
1536,10398,43,100.0,16,"$5,552.16",2005-03-30,Shipped,1,3-2005,Planes,$109.00,S24_1785,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2005,3
1537,10401,38,96.29,5,"$3,659.02",2005-04-03,On Hold,2,4-2005,Planes,$109.00,S24_1785,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Medium,2005,4
1538,10416,47,88.63,6,"$4,165.61",2005-05-10,Shipped,2,5-2005,Planes,$109.00,S24_1785,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,2005,5
1539,10101,45,31.2,3,"$1,404.00",2003-01-09,Shipped,1,1-2003,Vintage Cars,$33.00,S24_1937,"Blauer See Auto, Co.",00496966902555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,2003,1
1540,10110,20,35.51,3,$710.20,2003-03-18,Shipped,1,3-2003,Vintage Cars,$33.00,S24_1937,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2003,3
1541,10124,45,37.84,2,"$1,702.80",2003-05-21,Shipped,2,5-2003,Vintage Cars,$33.00,S24_1937,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small,2003,5
1542,10149,36,33.19,7,"$1,194.84",2003-09-12,Shipped,3,9-2003,Vintage Cars,$33.00,S24_1937,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Small,2003,9
1543,10162,37,27.22,5,"$1,007.14",2003-10-18,Shipped,4,10-2003,Vintage Cars,$33.00,S24_1937,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small,2003,10
1544,10173,31,31.53,9,$977.43,2003-11-05,Shipped,4,11-2003,Vintage Cars,$33.00,S24_1937,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2003,11
1545,10182,39,36.84,6,"$1,436.76",2003-11-12,Shipped,4,11-2003,Vintage Cars,$33.00,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2003,11
1546,10193,26,29.21,10,$759.46,2003-11-21,Shipped,4,11-2003,Vintage Cars,$33.00,S24_1937,"Australian Collectables, Ltd",61938446555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2003,11
1547,10205,32,37.17,5,"$1,189.44",2003-12-03,Shipped,4,12-2003,Vintage Cars,$33.00,S24_1937,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2003,12
1548,10214,20,34.19,3,$683.80,2004-01-26,Shipped,1,1-2004,Vintage Cars,$33.00,S24_1937,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2004,1
1549,10227,42,29.21,6,"$1,226.82",2004-03-02,Shipped,1,3-2004,Vintage Cars,$33.00,S24_1937,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2004,3
1550,10243,33,29.54,1,$974.82,2004-04-26,Shipped,2,4-2004,Vintage Cars,$33.00,S24_1937,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Small,2004,4
1551,10280,20,28.88,12,$577.60,2004-08-17,Shipped,3,8-2004,Vintage Cars,$33.00,S24_1937,Amica Models & Co.,0114988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,2004,8
1552,10288,29,38.17,1,"$1,106.93",2004-09-01,Shipped,3,9-2004,Vintage Cars,$33.00,S24_1937,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,9
1553,10304,23,30.2,16,$694.60,2004-10-11,Shipped,4,10-2004,Vintage Cars,$33.00,S24_1937,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,2004,10
1554,10312,39,29.54,13,"$1,152.06",2004-10-21,Shipped,4,10-2004,Vintage Cars,$33.00,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,10
1555,10322,20,100.0,3,"$2,624.00",2004-11-04,Shipped,4,11-2004,Vintage Cars,$33.00,S24_1937,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,2004,11
1556,10332,45,81.91,6,"$3,685.95",2004-11-17,Shipped,4,11-2004,Vintage Cars,$33.00,S24_1937,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,11
1557,10344,20,35.18,6,$703.60,2004-11-25,Shipped,4,11-2004,Vintage Cars,$33.00,S24_1937,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,2004,11
1558,10356,48,100.0,5,"$9,720.00",2004-12-09,Shipped,4,12-2004,Vintage Cars,$33.00,S24_1937,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large,2004,12
1559,10367,23,36.29,13,$834.67,2005-01-12,Resolved,1,1-2005,Vintage Cars,$33.00,S24_1937,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small,2005,1
1560,10380,32,70.56,4,"$2,257.92",2005-02-16,Shipped,1,2-2005,Vintage Cars,$33.00,S24_1937,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,2
1561,10391,33,100.0,8,"$8,344.71",2005-03-09,Shipped,1,3-2005,Vintage Cars,$33.00,S24_1937,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large,2005,3
1562,10409,61,29.54,1,"$1,801.94",2005-04-23,Shipped,2,4-2005,Vintage Cars,$33.00,S24_1937,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2005,4
1563,10420,45,26.88,1,"$1,209.60",2005-05-29,In Process,2,5-2005,Vintage Cars,$33.00,S24_1937,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2005,5
1564,10107,38,83.03,7,"$3,155.14",2003-02-24,Shipped,1,2-2003,Motorcycles,$76.00,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,2003,2
1565,10120,34,83.79,5,"$2,848.86",2003-04-29,Shipped,2,4-2003,Motorcycles,$76.00,S24_2000,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2003,4
1566,10134,43,83.03,7,"$3,570.29",2003-07-01,Shipped,3,7-2003,Motorcycles,$76.00,S24_2000,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,2003,7
1567,10145,47,83.03,11,"$3,902.41",2003-08-25,Shipped,3,8-2003,Motorcycles,$76.00,S24_2000,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium,2003,8
1568,10158,22,67.03,1,"$1,474.66",2003-10-10,Shipped,4,10-2003,Motorcycles,$76.00,S24_2000,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,10
1569,10168,29,75.41,6,"$2,186.89",2003-10-28,Shipped,4,10-2003,Motorcycles,$76.00,S24_2000,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small,2003,10
1570,10180,28,68.55,14,"$1,919.40",2003-11-11,Shipped,4,11-2003,Motorcycles,$76.00,S24_2000,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,2003,11
